subject,predicate,object
Pain,may_be_prevented_by,Lidocaine Hydrochloride 15 MG/ML Injection
Pain,may_be_prevented_by,LIDOCAINE HCL 2GM/BAG INJ
Pain,may_be_prevented_by,Lidocaine Hydrochloride 0.025 MG/MG Topical Ointment
Pain,may_be_prevented_by,Levomethadyl 10 MG/ML Oral Solution
Pain,may_be_prevented_by,Laryngotracheal anesthesia kit
Pain,may_be_prevented_by,Ketorolac Tromethamine 5 MG/ML Ophthalmic Solution
Pain,may_be_prevented_by,2 ML Ketorolac Tromethamine 30 MG/ML Prefilled Syringe
Pain,may_be_prevented_by,Ibuprofen 200 MG Oral Capsule
Pain,may_be_prevented_by,Ibuprofen 200 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 100 MG Chewable Tablet
Pain,may_be_prevented_by,Dyclonine hydrochloride 10 MG/ML Mucous Membrane Topical Solution
Pain,may_be_prevented_by,Dyclonine hydrochloride 5 MG/ML Mucous Membrane Topical Solution
Pain,may_be_prevented_by,Dibucaine 10 MG/ML Topical Cream
Pain,may_be_prevented_by,CAMPHOR SPIRITS LIQUID
Pain,may_be_prevented_by,Capsaicin 0.0025 MG/MG Medicated Patch
Pain,may_be_prevented_by,Benzocaine Topical Cream
Pain,may_be_prevented_by,Benzocaine 45 MG/ML Topical Spray
Pain,may_be_prevented_by,Benzocaine 0.05 MG/MG Oral Gel
Pain,may_be_prevented_by,Benzocaine 0.15 MG/MG Oral Gel
Pain,may_be_prevented_by,Benzocaine 200 MG/ML Mucous Membrane Topical Solution
Pain,may_be_prevented_by,Benzocaine 75 MG/ML Topical Solution
Pain,may_be_prevented_by,Aspirin 975 MG Extended Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 975 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 81 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 650 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 800 MG Extended Release Oral Capsule
Pain,may_be_prevented_by,Aspirin 165 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 165 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 65 MG Chewable Tablet
Pain,may_be_prevented_by,Aspirin 75 MG Chewable Tablet
Pain,may_be_prevented_by,Aspirin 650 MG Extended Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 500 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Alphaprodine 60 MG/ML Injectable Solution
Pain,may_be_prevented_by,Alphaprodine 40 MG/ML Injectable Solution
Pain,may_be_prevented_by,"ALCOHOL 74.9%/BENZOCAINE 6% GEL,TOP"
Pain,may_be_prevented_by,Acetaminophen 80 MG Chewable Tablet
Pain,may_be_prevented_by,Acetaminophen 80 MG Oral Capsule
Pain,may_be_prevented_by,Acetaminophen 33.3 MG/ML Oral Solution
Pain,may_be_prevented_by,Acetaminophen 26 MG/ML Oral Solution
Pain,may_be_prevented_by,Acetaminophen 160 MG/ML Oral Solution
Pain,may_be_prevented_by,Acetaminophen 32 MG/ML Oral Solution
Pain,may_be_prevented_by,Acetaminophen 32 MG/ML Oral Suspension
Pain,may_be_prevented_by,Acetaminophen 160 MG Oral Capsule
Pain,may_be_prevented_by,Acetaminophen 125 MG Rectal Suppository
Pain,may_be_prevented_by,1 ML Ketorolac Tromethamine 15 MG/ML Injection
Pain,may_be_prevented_by,Acetaminophen 160 MG Oral Tablet
Pain,may_be_prevented_by,Bupivacaine Hydrochloride 2.5 MG/ML Injectable Solution
Pain,may_be_prevented_by,Bupivacaine Hydrochloride 5 MG/ML Injectable Solution
Pain,may_be_prevented_by,Bupivacaine Hydrochloride
Pain,may_be_prevented_by,Levobupivacaine
Pain,may_be_prevented_by,Levobupivacaine hydrochloride
Pain,may_be_prevented_by,Levobupivacaine hydrochloride 2.5 MG/ML Injectable Solution
Pain,may_be_prevented_by,Levobupivacaine hydrochloride 7.5 MG/ML Injectable Solution
Pain,may_be_prevented_by,Levobupivacaine hydrochloride 5 MG/ML Injectable Solution
Pain,may_be_prevented_by,Lidocaine Hydrochloride 40 MG/ML Topical Lotion
Pain,may_be_prevented_by,Lidocaine 0.05 MG/MG Medicated Patch
Pain,may_be_prevented_by,Acetaminophen 80 MG Disintegrating Oral Tablet
Pain,may_be_prevented_by,Acetaminophen 600 MG Rectal Suppository
Pain,may_be_prevented_by,Benzocaine 200 MG/ML Oral Cream
Pain,may_be_prevented_by,Acetaminophen 65 MG/ML Oral Solution
Pain,may_be_prevented_by,Lidocaine Hydrochloride 5 MG/ML Topical Spray
Pain,may_be_prevented_by,Aspirin 850 MG Oral Powder
Pain,may_be_prevented_by,Aspirin 650 MG Oral Powder
Pain,may_be_prevented_by,Lidocaine Hydrochloride 0.005 MG/MG Topical Gel
Pain,may_be_prevented_by,Benzocaine 100 MG/ML Topical Solution
Pain,may_be_prevented_by,Benzocaine 80 MG/ML Topical Lotion
Pain,may_be_prevented_by,CAMPHOR GUM
Pain,may_be_prevented_by,Benzocaine 0.2 MG/MG Topical Ointment
Pain,may_be_prevented_by,Lidocaine Hydrochloride 20 MG/ML Topical Spray
Pain,may_be_prevented_by,Lidocaine Hydrochloride 0.05 MG/MG Topical Ointment
Pain,may_be_prevented_by,butacaine 0.04 MG/MG Topical Ointment
Pain,may_be_prevented_by,Acetaminophen 100 MG/ML Oral Suspension
Pain,may_be_prevented_by,5 ML Lidocaine Hydrochloride 40 MG/ML Injection
Pain,may_be_prevented_by,CAMPHOR CRYSTALS
Pain,may_be_prevented_by,Mepivacaine Hydrochloride 10 MG/ML Injectable Solution
Pain,may_be_prevented_by,Acetaminophen Powder
Pain,may_be_prevented_by,Benzocaine 200 MG/ML Otic Solution
Pain,may_be_prevented_by,Benzocaine 0.2 MG/MG Oral Gel
Pain,may_be_prevented_by,ASPIRIN PWDR
Pain,may_be_prevented_by,Pentazocine 30 MG/ML Injectable Solution
Pain,may_be_prevented_by,Aspirin 195 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 130 MG Rectal Suppository
Pain,may_be_prevented_by,Ketamine 50 MG/ML Injectable Solution
Pain,may_be_prevented_by,Ketamine 10 MG/ML Injectable Solution
Pain,may_be_prevented_by,BENZOCAINE PWDR
Pain,may_be_prevented_by,Procaine 10 MG/ML Injectable Solution
Pain,may_be_prevented_by,Ketamine 100 MG/ML Injectable Solution
Pain,may_be_prevented_by,Mepivacaine Hydrochloride 20 MG/ML Injectable Solution
Pain,may_be_prevented_by,Procaine 20 MG/ML Injectable Solution
Pain,may_be_prevented_by,Levomethadyl
Pain,may_be_prevented_by,Camphor oil
Pain,may_be_prevented_by,Ropivacaine hydrochloride
Pain,may_be_prevented_by,CAPSICUM OLEORESIN
Pain,may_be_prevented_by,Benoxinate hydrochloride
Pain,may_be_prevented_by,Aspirin 325 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 228 MG Chewing Gum
Pain,may_be_prevented_by,Ibuprofen 40 MG/ML Oral Suspension
Pain,may_be_prevented_by,Pentazocine Lactate
Pain,may_be_prevented_by,Alfentanil hydrochloride
Pain,may_be_prevented_by,Mepivacaine Hydrochloride
Pain,may_be_prevented_by,Ketamine Hydrochloride
Pain,may_be_prevented_by,sevoflurane 1000 MG/ML Inhalant Solution
Pain,may_be_prevented_by,24 HR Naproxen 750 MG Extended Release Oral Tablet
Pain,may_be_prevented_by,Lidocaine Hydrochloride 0.04 MG/MG Topical Gel
Pain,may_be_prevented_by,Aspirin 300 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 488 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Naproxen sodium 220 MG Oral Tablet
Pain,may_be_prevented_by,Dibucaine 0.01 MG/MG Topical Ointment
Pain,may_be_prevented_by,Capsaicin 0.75 MG/ML Topical Lotion
Pain,may_be_prevented_by,Capsaicin 0.25 MG/ML Topical Cream
Pain,may_be_prevented_by,Benzocaine 50 MG/ML Topical Cream
Pain,may_be_prevented_by,Benzocaine 5 MG Oral Lozenge
Pain,may_be_prevented_by,Benzocaine 0.075 MG/MG Oral Gel
Pain,may_be_prevented_by,Benzocaine 0.1 MG/MG Oral Gel
Pain,may_be_prevented_by,Aspirin 500 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 162 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 325 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 650 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 486 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 650 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 600 MG Rectal Suppository
Pain,may_be_prevented_by,Benzocaine 10 MG Oral Lozenge
Pain,may_be_prevented_by,Aspirin 60 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 325 MG Oral Capsule
Pain,may_be_prevented_by,Aspirin 325 MG Delayed Release Oral Tablet
Pain,may_be_prevented_by,Aspirin 200 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 300 MG Rectal Suppository
Pain,may_be_prevented_by,Acetaminophen 80 MG Rectal Suppository
Pain,may_be_prevented_by,Acetaminophen 650 MG Oral Tablet
Pain,may_be_prevented_by,Aspirin 120 MG Rectal Suppository
Pain,may_be_prevented_by,Aspirin 125 MG Rectal Suppository
Pain,may_be_prevented_by,Acetaminophen 500 MG Oral Tablet
Pain,may_be_prevented_by,Acetaminophen 650 MG Rectal Suppository
Pain,may_be_prevented_by,Acetaminophen 500 MG Oral Capsule
Pain,may_be_prevented_by,Acetaminophen 120 MG Rectal Suppository
Pain,may_be_prevented_by,Acetaminophen 325 MG Oral Capsule
Pain,may_be_prevented_by,Acetaminophen 325 MG Rectal Suppository
Pain,may_be_prevented_by,Ibuprofen 100 MG Oral Tablet
Pain,may_be_prevented_by,Tetracaine 0.005 MG/MG Topical Ointment
Pain,may_be_prevented_by,2 ML Tetracaine hydrochloride 10 MG/ML Injection
Pain,may_be_prevented_by,Procaine 100 MG/ML Injectable Solution
Pain,may_be_prevented_by,Naproxen 500 MG Oral Tablet
Pain,may_be_prevented_by,Naproxen 375 MG Oral Tablet
Pain,may_be_prevented_by,Naproxen 250 MG Oral Tablet
Pain,may_be_prevented_by,Mefenamic Acid 250 MG Oral Capsule
Pain,may_be_prevented_by,30 ML Mepivacaine Hydrochloride 15 MG/ML Injection
Pain,may_be_prevented_by,Lidocaine Hydrochloride 200 MG/ML Injectable Solution
Pain,may_be_prevented_by,Lidocaine Hydrochloride 40 MG/ML Mucous Membrane Topical Solution
Pain,may_be_prevented_by,Ketorolac Tromethamine 10 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 600 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 300 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 400 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 800 MG Oral Tablet
Pain,may_be_prevented_by,Ibuprofen 20 MG/ML Oral Suspension
Pain,may_be_prevented_by,Chloroprocaine hydrochloride 20 MG/ML Injectable Solution
Pain,may_be_prevented_by,Chloroprocaine hydrochloride 10 MG/ML Injectable Solution
Pain,may_be_prevented_by,Aspirin 800 MG Extended Release Oral Tablet
Pain,may_be_prevented_by,Naproxen sodium
Pain,may_be_prevented_by,Lidocaine Hydrochloride
Pain,may_be_prevented_by,Capsaicin 0.75 MG/ML Topical Cream
Pain,may_be_prevented_by,Procaine hydrochloride
Pain,may_be_prevented_by,Pentazocine Hydrochloride
Pain,may_be_prevented_by,Acetaminophen 24 MG/ML Oral Solution
Pain,may_be_prevented_by,Tetracaine hydrochloride
Pain,may_be_prevented_by,Dyclonine hydrochloride
Pain,may_be_prevented_by,Levomethadyl Acetate Hydrochloride
Pain,may_be_prevented_by,Eucalyptus oil
Pain,may_be_prevented_by,Chloroprocaine hydrochloride
Pain,may_be_prevented_by,trolamine salicylate
Pain,may_be_prevented_by,ibuprofen lysine
Pain,may_be_prevented_by,sevoflurane
Pain,may_be_prevented_by,phenyl salicylate
Pain,may_be_prevented_by,Ketorolac
Pain,may_be_prevented_by,ropivacaine
Pain,may_be_prevented_by,paregoric
Pain,may_be_prevented_by,Ketorolac Tromethamine
Pain,may_be_prevented_by,desflurane
Pain,may_be_prevented_by,dyclonine
Pain,may_be_prevented_by,chloroprocaine
Pain,may_be_prevented_by,Benoxinate
Pain,may_be_prevented_by,Tetracaine
Pain,may_be_prevented_by,Propofol
Pain,may_be_prevented_by,Procaine
Pain,may_be_prevented_by,Pentazocine
Pain,may_be_prevented_by,Alphaprodine Hydrochloride
Pain,may_be_prevented_by,Naproxen
Pain,may_be_prevented_by,Mepivacaine
Pain,may_be_prevented_by,Mefenamic Acid
Pain,may_be_prevented_by,Lidocaine
Pain,may_be_prevented_by,Ketamine
Pain,may_be_prevented_by,Ibuprofen
Pain,may_be_prevented_by,Etomidate
Pain,may_be_prevented_by,ethyl ether
Pain,may_be_prevented_by,Droperidol
Pain,may_be_prevented_by,Dibucaine
Pain,may_be_prevented_by,Acetaminophen
Pain,may_be_prevented_by,Alfentanil
Pain,may_be_prevented_by,Alphaprodine
Pain,may_be_prevented_by,Aspirin
Pain,may_be_prevented_by,Benzocaine
Pain,may_be_prevented_by,Bupivacaine
Pain,may_be_prevented_by,butacaine
Pain,may_be_prevented_by,Camphor
Pain,may_be_prevented_by,Capsaicin
Pain,may_be_prevented_by,Chondroitin Sulfates
Pain,may_be_prevented_by,Chondroitin
Pain,is_finding_of_disease,Central Nervous System Mesenchymal Chondrosarcoma
Pain,is_finding_of_disease,Benign Osteoclastic Giant Cell-Rich Tumor of Bone
Pain,is_finding_of_disease,Intermediate Osteoclastic Giant Cell-Rich Tumor of Bone
Pain,is_finding_of_disease,Malignant Osteoclastic Giant Cell-Rich Tumor of Bone
Pain,is_finding_of_disease,Giant Cell Lesion of Small Bones
Pain,is_finding_of_disease,Osteoclastic Giant Cell-Rich Tumor of Bone
Pain,is_finding_of_disease,mesenchymal chondrosarcoma of bone
Pain,is_finding_of_disease,Childhood Mesenchymal Chondrosarcoma
Pain,is_finding_of_disease,Adult Mesenchymal Chondrosarcoma
Pain,is_finding_of_disease,Malignant Giant Cell Tumor of Bone
Pain,is_finding_of_disease,Aggressive osteoblastoma
Pain,is_finding_of_disease,Juxtacortical chondrosarcoma
Pain,is_finding_of_disease,Giant Cell Tumor of Bone
Pain,is_finding_of_disease,Mesenchymal Chondrosarcoma
Pain,is_finding_of_disease,Subungual exostoses
Pain,is_finding_of_disease,Osteoid osteoma
Pain,cause_of,pain interfering with usual activity normal work
Pain,cause_of,pain affecting mood
Pain,cause_of,pain interfering with usual activity walking ability
Pain,cause_of,pain interfering with usual activity
Pain,cause_of,pain interfering with usual activity interpersonal relationships
Pain,cause_of,pain interfering with usual activity enjoyment of life
Pain,risk_factor_of,Risk for delayed surgical recovery
Pain,risk_factor_of,At risk for acute confusion
Pain,risk_factor_of,At risk for impaired religiosity
Pain,risk_factor_of,At risk for powerlessness
Pain,risk_factor_of,At risk for spiritual distress
Pain,risk_factor_of,At risk for disuse syndrome
Pain,risk_factor_of,At risk for disorganized infant behavior
Pain,is_not_finding_of_disease,Ivory Exostosis
Pain,is_not_finding_of_disease,Osteoma of skull
Pain,is_not_finding_of_disease,Bone island
Pain,is_not_finding_of_disease,Osteoma
Pain,concept_in_subset,CTRP Terminology
Pain,concept_in_subset,Pediatric Adverse Events Terminology
Pain,concept_in_subset,Linear Analogue Self-Assessment
Pain,concept_in_subset,Edmonton symptom assessment system
Pain,concept_in_subset,Pediatric Immunization Terminology
Pain,concept_in_subset,Pediatric Terminology
Pain,concept_in_subset,FDA Center For Devices and Radiological Health Terminology
Pain,concept_in_subset,Patient Problem Codes FDA CDRH
Pain,has_evaluation,Pain:-:Point in time:^Patient:-
Pain,has_evaluation,Pain symptoms:-:Pt:^Patient:Set
Pain,has_evaluation,Pain:Find:Pt:^Patient:Ord:Observed.CCC
Pain,definitional_manifestation_of,painful nasal mass
Pain,manifestation_of,Epithelial Recurrent Erosion Dystrophy
Pain,manifestation_of,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 (disorder)"
Pain,has_expected_outcome,Worse
Pain,has_expected_outcome,Stabilized (qualifier value)
Pain,has_expected_outcome,Improved
Pain,has_actual_outcome,Worse
Pain,has_actual_outcome,Stabilized (qualifier value)
Pain,has_actual_outcome,Improved
Pain,member_of,Neurological Disorders (PsycINFO Subcluster Term)
Pain,member_of,Symptomatology (PsycINFO Subcluster Term)
Pain,member_of,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Pain,defining_characteristic_of,Labor Pain
Pain,defining_characteristic_of,Grief reaction
Pain,has_sign_or_symptom,restless behavior
Pain,has_sign_or_symptom,elevated pulse/respirations/blood pressure
Pain,has_sign_or_symptom,Pain - other
Pain,has_sign_or_symptom,compensated movement/guarding
Pain,has_sign_or_symptom,pallor/perspiration
Pain,has_sign_or_symptom,expresses discomfort/pain
Pain,has_sign_or_symptom,Facial grimacing
Pain,used_for,Ache
Pain,used_for,Nociception
Pain,primary_mapped_from,Other general symptoms
Neck Pain,inverse_isa,neck pain radiating up back of head on left
Neck Pain,inverse_isa,neck pain radiating up back of head on right
Neck Pain,inverse_isa,bilateral neck pain
Neck Pain,inverse_isa,neck pain increased by coughing
Neck Pain,inverse_isa,neck pain increased by head movement
Neck Pain,inverse_isa,neck pain radiating to shoulder
Neck Pain,inverse_isa,factors increasing neck pain
Neck Pain,inverse_isa,neck pain increased by swallowing
Neck Pain,inverse_isa,neck pain radiating down arm
Neck Pain,inverse_isa,neck pain radiating up back of head
Neck Pain,inverse_isa,right neck pain
Neck Pain,inverse_isa,lower posterior neck pain
Neck Pain,inverse_isa,left neck pain
Neck Pain,inverse_isa,neck pain started suddenly while at work
Neck Pain,inverse_isa,neck pain started suddenly with twisting
Neck Pain,inverse_isa,neck pain started suddenly with bending
Neck Pain,inverse_isa,neck pain relieved by putting arm over head
Neck Pain,inverse_isa,neck pain started suddenly after motor vehicle accident
Neck Pain,inverse_isa,neck pain started suddenly during sports activity
Neck Pain,inverse_isa,neck pain started suddenly with lifting
Neck Pain,inverse_isa,neck pain unchanged by turning head
Neck Pain,inverse_isa,neck pain unchanged by bending head to left
Neck Pain,inverse_isa,neck pain unchanged by bending head forward
Neck Pain,inverse_isa,neck pain unchanged by bending head to right
Neck Pain,inverse_isa,neck pain unchanged by turning head to left
Neck Pain,inverse_isa,neck pain unchanged by immobilizing head
Neck Pain,inverse_isa,neck pain unchanged by bending head backward
Neck Pain,inverse_isa,factors leaving neck pain unchanged
Neck Pain,inverse_isa,neck pain unchanged by turning head to right
Neck Pain,inverse_isa,bilateral neck pain with right side worse than left side
Neck Pain,inverse_isa,bilateral neck pain with left side worse than right side
Neck Pain,inverse_isa,neck pain increased by head movement bending to right
Neck Pain,inverse_isa,neck pain increased by upright activity
Neck Pain,inverse_isa,neck pain relieved by bending head backward
Neck Pain,inverse_isa,neck pain relieved by turning head to right
Neck Pain,inverse_isa,neck pain increased by head movement turning to left
Neck Pain,inverse_isa,neck pain relieved by bending head to right
Neck Pain,inverse_isa,neck pain relieved by turning head
Neck Pain,inverse_isa,neck pain relieved by turning head to left
Neck Pain,inverse_isa,neck pain increased by head movement turning to right
Neck Pain,inverse_isa,neck pain increased by head movement bending to left
Neck Pain,inverse_isa,neck pain increased by sneezing
Neck Pain,inverse_isa,neck pain relieved by immobilizing head
Neck Pain,inverse_isa,neck pain relieved by bending head to left
Neck Pain,inverse_isa,neck pain disproportionate to injury
Neck Pain,inverse_isa,neck pain causing inability to sleep
Neck Pain,inverse_isa,neck pain radiating down right arm relieved by putting hand on head
Neck Pain,inverse_isa,neck pain radiating down left arm relieved by putting hand on head
Neck Pain,inverse_isa,neck pain increased by bending head backward
Neck Pain,inverse_isa,neck pain increased by bending head forward
Neck Pain,inverse_isa,neck pain increased by turning head
Neck Pain,inverse_isa,unrelenting neck pain
Neck Pain,inverse_isa,factors relieving neck pain
Neck Pain,inverse_isa,neck pain relieved by bending head forward
Neck Pain,inverse_isa,neck pain radiating to left shoulder
Neck Pain,inverse_isa,neck pain radiating down left arm
Neck Pain,inverse_isa,neck pain radiating down both arms
Neck Pain,inverse_isa,neck pain radiating down right arm
Neck Pain,inverse_isa,neck pain radiating to both shoulders
Neck Pain,inverse_isa,neck pain radiating to right shoulder
Neck Pain,inverse_isa,neck pain increased by eating
Neck Pain,inverse_isa,superficial neck pain
Neck Pain,inverse_isa,sudden onset of neck pain
Neck Pain,inverse_isa,Pain radiating to neck
Neck Pain,mapped_from,Neck Injuries and Disorders
Neck Pain,mapped_from,stiff; nape
Neck Pain,mapped_from,pain; nape
Neck Pain,has_cdrh_parent,Pain
Neck Pain,classifies,Neck pain (with radiation)
Neck Pain,classifies,Acute cervical pain
Neck Pain,may_be_treated_by,1 ML rimabotulinumtoxinB 5000 UNT/ML Injection
Neck Pain,may_be_treated_by,2 ML rimabotulinumtoxinB 5000 UNT/ML Injection
Neck Pain,may_be_treated_by,rimabotulinumtoxinB
Neck Pain,may_be_treated_by,0.5 ML rimabotulinumtoxinB 5000 UNT/ML Injection
Neck Pain,concept_in_subset,FDA Center For Devices and Radiological Health Terminology
Neck Pain,concept_in_subset,Patient Problem Codes FDA CDRH
Neck Pain,manifestation_of,"SYRINGOMYELIA, NONCOMMUNICATING ISOLATED"
Neck Pain,manifestation_of,"Spastic paraplegia 25, autosomal recessive"
Neck Pain,manifestation_of,"Arnold-Chiari Malformation, Type I"
Neck Pain,member_of,Arthritis (SMQ)
Heartburn,inverse_isa,heartburn related to spearmint
Heartburn,inverse_isa,heartburn relieved by carbonated beverage
Heartburn,inverse_isa,heartburn related to fear
Heartburn,inverse_isa,heartburn related to calcium channel blockers
Heartburn,inverse_isa,heartburn occurs during pregnancy
Heartburn,inverse_isa,heartburn related to emotions
Heartburn,inverse_isa,heartburn associated with tomatoes
Heartburn,inverse_isa,heartburn related to bending
Heartburn,inverse_isa,heartburn related to nitroglycerin
Heartburn,inverse_isa,heartburn after meals
Heartburn,inverse_isa,heartburn related to anxiety
Heartburn,inverse_isa,heartburn causing awakening
Heartburn,inverse_isa,heartburn related to exercise
Heartburn,inverse_isa,heartburn related to alcohol
Heartburn,inverse_isa,heartburn related to citrus
Heartburn,inverse_isa,infrequent heartburn
Heartburn,inverse_isa,heartburn with regurgitation
Heartburn,inverse_isa,heartburn associated with caffeine
Heartburn,inverse_isa,heartburn related to theophylline
Heartburn,inverse_isa,heartburn related to red wine
Heartburn,inverse_isa,heartburn related to biphosphonates
Heartburn,inverse_isa,heartburn associated with certain foods
Heartburn,inverse_isa,heartburn starts with smoking
Heartburn,inverse_isa,heartburn related to squatting
Heartburn,inverse_isa,heartburn related to corticosteroids
Heartburn,inverse_isa,heartburn related to iron
Heartburn,inverse_isa,heartburn associated with fatty foods
Heartburn,inverse_isa,heartburn related to chocolate
Heartburn,inverse_isa,heartburn related to tight clothing
Heartburn,inverse_isa,heartburn seems related to certain medications
Heartburn,inverse_isa,heartburn related to body position
Heartburn,inverse_isa,heartburn related to lifting
Heartburn,inverse_isa,heartburn at night in bed
Heartburn,inverse_isa,heartburn related to beer
Heartburn,inverse_isa,heartburn related to birth control pills
Heartburn,inverse_isa,heartburn relieved by medication
Heartburn,inverse_isa,heartburn related to peppermint
Heartburn,inverse_isa,heartburn associated with non-steroidal anti-inflammatory drugs
Heartburn,inverse_isa,heartburn related to vitamins
Heartburn,inverse_isa,spicy and hot food syndrome
Heartburn,inverse_isa,frequent heartburn
Heartburn,mapped_from,"pregnancy; disorder, digestive system"
Heartburn,mapped_from,pregnancy; heartburn
Heartburn,mapped_from,digestive system; complicating pregnancy
Heartburn,mapped_from,Waterbrash
Heartburn,associated_with,taking over-the-counter medication for heartburn
Heartburn,has_cdrh_parent,Pain
Heartburn,related_to,Chest Pain
Heartburn,related_to,Dyspepsia
Heartburn,related_to,Gastroesophageal reflux disease
Heartburn,may_be_treated_by,CALCIUM CARBONATE PWDR
Heartburn,may_be_treated_by,Sodium Bicarbonate 42 MG/ML includes Injection and Prefilled Syringe
Heartburn,may_be_treated_by,Esomeprazole Strontium 24.65 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,Esomeprazole Strontium 49.3 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,Rabeprazole sodium 10 MG Oral Granules
Heartburn,may_be_treated_by,Rabeprazole sodium 5 MG Oral Granules
Heartburn,may_be_treated_by,Esomeprazole Strontium
Heartburn,may_be_treated_by,Esomeprazole 5 MG Granules for Oral Suspension
Heartburn,may_be_treated_by,Omeprazole 2 MG/ML Oral Suspension
Heartburn,may_be_treated_by,5 ML Sodium Bicarbonate 40 MG/ML Injection
Heartburn,may_be_treated_by,Aluminum Hydroxide / Magnesium Hydroxide
Heartburn,may_be_treated_by,Aluminum Hydroxide 0.012 MG/MG Topical Ointment
Heartburn,may_be_treated_by,"Sodium Bicarbonate 1 MEQ/ML includes Injectable Solution, 10 ML & 50 ML Prefilled Syringes"
Heartburn,may_be_treated_by,dexlansoprazole 30 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,dexlansoprazole 60 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,dexlansoprazole
Heartburn,may_be_treated_by,Omeprazole 10 MG Granules for Oral Suspension
Heartburn,may_be_treated_by,Omeprazole 2.5 MG Granules for Oral Suspension
Heartburn,may_be_treated_by,pantoprazole 40 MG Oral Granules
Heartburn,may_be_treated_by,Esomeprazole 20 MG Granules for Oral Suspension
Heartburn,may_be_treated_by,Esomeprazole 40 MG Granules for Oral Suspension
Heartburn,may_be_treated_by,Esomeprazole 20 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,Esomeprazole 40 MG Delayed Release Oral Capsule
Heartburn,may_be_treated_by,"OMEPRAZOLE 20MG/PKT PWDR,ORAL"
Heartburn,may_be_treated_by,"OMEPRAZOLE 40MG/PKT PWDR,ORAL"
Heartburn,may_be_treated_by,Esomeprazole 20 MG Injection
Heartburn,may_be_treated_by,Esomeprazole 40 MG Injection
Heartburn,may_be_treated_by,Magnesium Hydroxide 78 MG/ML Oral Suspension
Heartburn,may_be_treated_by,Magnesium Hydroxide 81 MG/ML Oral Suspension
Heartburn,may_be_treated_by,Nizatidine 15 MG/ML Oral Solution
Heartburn,may_be_treated_by,Esomeprazole 20 MG Delayed Release Oral Tablet
Heartburn,may_be_treated_by,Aluminum Hydroxide 0.00275 MG/MG Topical Ointment
Heartburn,may_be_treated_by,Sodium Bicarbonate 0.15 MEQ/ML Injectable Solution
Heartburn,may_be_treated_by,esomeprazole sodium
Heartburn,may_be_treated_by,50 ML Sodium Bicarbonate 84 MG/ML Prefilled Syringe
Heartburn,may_be_treated_by,Omeprazole 20 MG Delayed Release Oral Tablet
Heartburn,may_be_treated_by,Calcium Carbonate 1250 MG Chewable Tablet
Heartburn,may_be_treated_by,Calcium Carbonate 500 MG Oral Tablet
Heartburn,may_be_treated_by,Calcium Carbonate 400 MG Chewable Tablet
Heartburn,may_be_treated_by,"MASSENGILL DISPOSABLE DOUCHE BAKING SODA,VAG"
Heartburn,may_be_treated_by,pantoprazole 40 MG Delayed Release Oral Tablet
Heartburn,may_be_treated_by,Magnesium Hydroxide 240 MG/ML Oral Suspension
Heartburn,may_be_treated_by,Calcium Carbonate 420 MG Chewable Tablet
Heartburn,may_be_treated_by,Aluminum Hydroxide 400 MG Oral Capsule
Heartburn,may_be_treated_by,Sodium bicarbonate powder
Heartburn,may_be_treated_by,Sodium Bicarbonate 42 MG/ML Inhalant Solution
Heartburn,may_be_treated_by,Sodium Bicarbonate 0.595 MEQ/ML Injectable Solution
Heartburn,may_be_treated_by,Rabeprazole sodium 20 MG Delayed Release Oral Tablet
