subject,predicate,object
facial muscle spasm,mapped_from,Clonic hemifacial spasm
facial muscle spasm,has_member,Dystonia (SMQ)
Fibromyalgia,subset_includes_concept,Patient Problem Codes FDA CDRH
Fibromyalgia,subset_includes_concept,Pediatric Terminology
Fibromyalgia,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Fibromyalgia,subset_includes_concept,Pediatric Rheumatology Terminology
Fibromyalgia,inverse_isa,Connective Tissue Diseases
Fibromyalgia,inverse_isa,Syndrome
Fibromyalgia,inverse_isa,Non-Neoplastic Soft Tissue Disorder
Fibromyalgia,inverse_isa,myalgia and myositis
Fibromyalgia,nichd_parent_of,Musculoskeletal Diseases
Fibromyalgia,mapped_from,Rheumatism
Fibromyalgia,mapped_from,Myalgia
Fibromyalgia,cdrh_parent_of,Patient Problem Codes FDA CDRH
Fibromyalgia,possibly_equivalent_to,Temporomandibular Joint Dysfunction Syndrome
Fibromyalgia,possibly_equivalent_to,(Temporomandibular joint dis) or (snapping jaw) or (temporomandibular syndrome)
Fibromyalgia,possibly_equivalent_to,Rheumatism or fibrositis NOS
Fibromyalgia,has_manifestation,FRAGILE X TREMOR/ATAXIA SYNDROME
Fibromyalgia,has_associated_finding,Family history of fibromyalgia
Fibromyalgia,has_member,Tendinopathies and ligament disorders (SMQ)
Fibromyalgia,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Fibromyalgia,classifies,Myofascial Pain Syndromes
Fibromyalgia,classifies,Other connective tissue disease
Fibromyalgia,related_to,Myopathy
Fibromyalgia,related_to,Pain
Fibromyalgia,related_to,Arthritis
Cluster Headache,subset_includes_concept,Pediatric Terminology
Cluster Headache,subset_includes_concept,Pediatric Adverse Events Terminology
Cluster Headache,inverse_isa,Headache
Cluster Headache,inverse_isa,Headache Disorders
Cluster Headache,inverse_isa,Trigeminal Autonomic Cephalalgias
Cluster Headache,nichd_parent_of,Headache
Cluster Headache,possibly_equivalent_to,(Cluster headaches) or (migrainous neuralgia) or (migraine NOS)
Cluster Headache,classifies,Migraine Disorders
Foot pain,inverse_isa,Pain in foot and toes
Foot pain,inverse_isa,Pain
Foot pain,possibly_equivalent_to,Pain in limb (& [ankle] or [arm] or [foot] or [hand] or [heel] or [leg] or [shoulder] or [thigh] or [buttock])
Foot pain,possibly_equivalent_to,Pain in foot and toes
Foot pain,has_member,Tendinopathies and ligament disorders (SMQ)
Foot pain,classifies,Pain in limb
Fracture pain,has_member,Accidents and injuries (SMQ)
Frequent headache,has_manifestation,Craniofacial dysostosis type 1
Frequent headache,classifies,Headache
Friction burn,possibly_equivalent_to,(Superficial injury) or (abrasions) or (blisters) or (friction burns) or (splinters) or (sting (& without reaction): [bee] or [wasp]) or (bites: [insect - non venomous] or [flea])
Friction burn,possibly_equivalent_to,Cord burn
Friction burn,has_member,Accidents and injuries (SMQ)
Friction burn,classifies,Dermabrasion
Generalized aches and pains,inverse_isa,Pain
Generalized aches and pains,mapped_from,Pain
Generalized aches and pains,classifies,Pain
Generalized abdominal pain,mapped_from,Other and unspecified abdominal pain
Generalized abdominal pain,mapped_from,Abdominal pain/cramps general
Generalized abdominal pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Generalized abdominal pain,has_member,Acute pancreatitis (SMQ)
Generalized abdominal pain,has_member,Retroperitoneal fibrosis (SMQ)
Generalized abdominal pain,classifies,Abdominal Pain
Generalized abdominal pain,classifies,signs and symptoms of ill-defined conditions
Generalized abdominal pain,primary_mapped_from,"Abdomen, Acute"
Generalized osteoarthritis,inverse_isa,Degenerative polyarthritis
Generalized osteoarthritis,mapped_from,Polyarthropathy
Generalized osteoarthritis,mapped_from,Osteoarthrosis other
Generalized osteoarthritis,has_member,Arthritis (SMQ)
Generalized osteoarthritis,classifies,Osteoarthritis; generalized and unspecified
Generalized osteoarthritis,classifies,Degenerative polyarthritis
Generalized osteoarthritis,primary_mapped_to,Generalized osteoarthritis of unspecified site
Generalized osteoarthritis,primary_mapped_from,Polyarthropathy
Inguinal pain,inverse_isa,groin symptoms
Inguinal pain,inverse_isa,Pain
Inguinal pain,mapped_from,Abdominal pain localized other
Inguinal pain,mapped_from,Pain localized to other parts of lower abdomen
Inguinal pain,has_member,Osteonecrosis (SMQ)
Tenderness of gums,inverse_isa,gums symptoms
Tenderness of gums,inverse_isa,Pain
Tenderness of gums,has_member,Gingival disorders (SMQ)
Hand pain,inverse_isa,hand symptoms
Hand pain,inverse_isa,pain in hand and fingers
Hand pain,possibly_equivalent_to,Hand pain (& [thumb] or [finger])
Hand pain,possibly_equivalent_to,Pain in limb (& [ankle] or [arm] or [foot] or [hand] or [heel] or [leg] or [shoulder] or [thigh] or [buttock])
Hand pain,has_member,Tendinopathies and ligament disorders (SMQ)
Hand pain,classifies,Pain in limb
Hand pain,primary_mapped_to,Pain in limb
Headache,subset_includes_concept,Patient Problem Codes FDA CDRH
Headache,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Headache,subset_includes_concept,Pediatric Adverse Events Terminology
Headache,subset_includes_concept,Pediatric Terminology
Headache,inverse_isa,Abnormality of nervous system physiology
Headache,inverse_isa,Symptom of head
Headache,inverse_isa,Neurologic Symptoms
Headache,has_focus,stress test-induced headache
Headache,has_focus,headache disability index questionnaire
Headache,has_definitional_manifestation,Chronic primary headache
Headache,has_definitional_manifestation,"Migraine without aura, not refractory"
Headache,has_definitional_manifestation,Trigeminal Autonomic Cephalalgias
Headache,has_definitional_manifestation,SUNCT Syndrome
Headache,has_definitional_manifestation,Transformed migraine
Headache,has_definitional_manifestation,Allergic migraine
Headache,has_definitional_manifestation,Intractable ophthalmic migraine
Headache,has_definitional_manifestation,Common migraine with status migrainosus
Headache,has_definitional_manifestation,premenstrual headache syndrome
Headache,has_definitional_manifestation,Headache due to high altitude
Headache,has_definitional_manifestation,"Migraine variants, not intractable"
Headache,has_definitional_manifestation,Infrequent episodic tension-type headache
Headache,has_definitional_manifestation,Hemicrania continua
Headache,has_definitional_manifestation,Paroxysmal Hemicrania
Headache,has_definitional_manifestation,New daily persistent headache
Headache,has_definitional_manifestation,Migraine due to estrogen contraceptive
Headache,has_definitional_manifestation,Headache following myelography
Headache,has_definitional_manifestation,Episodic Paroxysmal Hemicrania
Headache,has_definitional_manifestation,Refractory migraine with aura
Headache,has_definitional_manifestation,Migraine with persistent visual aura
Headache,has_definitional_manifestation,Chronic headache disorder
Headache,has_definitional_manifestation,Intractable headache following trauma
Headache,has_definitional_manifestation,Refractory migraine variants
Headache,has_definitional_manifestation,Menstrual status migrainosus
Headache,has_definitional_manifestation,Intractable chronic tension headache
Headache,has_definitional_manifestation,Chronic intractable migraine without aura
Headache,has_definitional_manifestation,Daily headache
Headache,has_definitional_manifestation,Chronic post-concussion headache
Headache,has_definitional_manifestation,Stroke co-occurrent with migraine
Headache,has_definitional_manifestation,Refractory migraine without aura
Headache,has_definitional_manifestation,Migraine with Typical Aura
Headache,has_definitional_manifestation,Frequent episodic tension-type headache
Headache,has_definitional_manifestation,Refractory migraine
Headache,has_definitional_manifestation,Migraine variant with headache
Headache,has_definitional_manifestation,Chronic cluster headache evolved from episodic cluster headache
Headache,has_definitional_manifestation,Post-Lumbar Puncture Headache
Headache,has_definitional_manifestation,Ophthalmic migraine
Headache,has_definitional_manifestation,Retinal migraine
Headache,has_definitional_manifestation,Chronic mixed headache syndrome
Headache,has_definitional_manifestation,Atypical Cluster Headache
Headache,has_definitional_manifestation,Migraine with Aura
Headache,has_definitional_manifestation,Tension Headache
Headache,has_definitional_manifestation,Chronic Paroxysmal Hemicrania
Headache,has_definitional_manifestation,Familial Hemiplegic Migraine
Headache,has_definitional_manifestation,Low pressure headache
Headache,has_definitional_manifestation,Migraine Disorders
Headache,has_definitional_manifestation,Spinal and epidural anesthesia-induced headache during labor and delivery
Headache,has_definitional_manifestation,Episodic Cluster Headache
Headache,has_definitional_manifestation,Muscular headache
Headache,has_definitional_manifestation,Post-Dural Puncture Headaches
Headache,has_definitional_manifestation,Menstrual migraine
Headache,has_definitional_manifestation,Cluster Headache
Headache,has_definitional_manifestation,Basilar-Type Migraine
Headache,has_definitional_manifestation,Hemiplegic migraine
Headache,has_definitional_manifestation,Migraine with ischemic complication
Headache,has_definitional_manifestation,Menopausal headache
Headache,has_definitional_manifestation,Spinal and epidural anesthesia-induced headache during the puerperium
Headache,has_definitional_manifestation,Non-familial hemiplegic migraine
Headache,has_definitional_manifestation,Sick Headaches
Headache,has_definitional_manifestation,Allergic headache
Headache,has_definitional_manifestation,Hypnic Headache
Headache,has_definitional_manifestation,Lower half migraine
Headache,has_definitional_manifestation,Primary Stabbing Headache
Headache,has_definitional_manifestation,Chronic tension-type headache
Headache,has_definitional_manifestation,Episodic tension-type headache
Headache,has_definitional_manifestation,Migraine with Prolonged Aura
Headache,has_definitional_manifestation,Chronic cluster headache unremitting from onset
Headache,has_definitional_manifestation,Common Migraine
Headache,has_definitional_manifestation,Acute Confusional Migraine
Headache,has_definitional_manifestation,Obstetric spinal and epidural anesthesia-induced headache
Headache,has_definitional_manifestation,Spinal and epidural anesthesia-induced headache during pregnancy
Headache,has_definitional_manifestation,Headache Disorders
Headache,has_definitional_manifestation,Migraine Aura without Headache
Headache,has_definitional_manifestation,Primary Thunderclap Headache
Headache,has_definitional_manifestation,Migraine Variant
Headache,has_definitional_manifestation,Chronic post-traumatic headache
Headache,has_definitional_manifestation,Ophthalmoplegic Migraine
Headache,has_definitional_manifestation,Status Migrainosus
Headache,has_definitional_manifestation,Vascular Headaches
Headache,has_definitional_manifestation,Hindbrain hernia headache
Headache,nichd_parent_of,Central Nervous System Signs and Symptoms
Headache,evaluation_of,Headache:Find:Pt:^Patient:Ord:MDS
Headache,evaluation_of,Headaches:Find:Pt:^Patient:Ord:NDI
Headache,mapped_from,Headache Disorders
Headache,associated_with,taking medication for headaches
Headache,cdrh_parent_of,Patient Problem Codes FDA CDRH
Headache,possibly_equivalent_to,C/O - a headache
Headache,has_manifestation,"ERYTHROCYTOSIS, FAMILIAL, 2"
Headache,has_manifestation,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus"
Headache,has_manifestation,Episodic ataxia type 1
Headache,has_manifestation,"DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION"
Headache,has_manifestation,"Arteritis, Familial Granulomatous, with Juvenile Polyarthritis"
Headache,has_manifestation,"Erythrocytosis familial, 1"
Headache,has_manifestation,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2
Headache,has_manifestation,"CHOREOATHETOSIS/SPASTICITY, EPISODIC"
Headache,has_manifestation,"Enamel Hypoplasia, Cataracts, and Aqueductal Stenosis"
Headache,has_manifestation,"HYPOMAGNESEMIA 6, RENAL"
Headache,has_manifestation,"CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT (disorder)"
Headache,has_manifestation,PARIETAL FORAMINA 1
Headache,has_manifestation,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
Headache,has_manifestation,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2"
Headache,has_manifestation,LEUKOENCEPHALOPATHY WITH ATAXIA
Headache,has_manifestation,Brain calcification Rajab type
Headache,has_manifestation,"Episodic Ataxia, Type 3"
Headache,has_manifestation,Cavernous Hemangioma of Brain
Headache,has_manifestation,"AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED"
Headache,has_manifestation,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 12"
Headache,has_manifestation,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7"
Headache,has_manifestation,Sacral defect and anterior sacral meningocele
Headache,has_manifestation,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1"
Headache,has_manifestation,Stormorken Syndrome
Headache,has_manifestation,Osteopathia striata cranial sclerosis
Headache,has_manifestation,Neurofibromatosis 2
Headache,has_manifestation,Camurati-Engelmann Syndrome
Headache,has_manifestation,Hyperimmunoglobulinemia D
Headache,has_manifestation,Sneddon Syndrome
Headache,has_manifestation,NADH cytochrome B5 reductase deficiency
Headache,has_manifestation,Choroid Plexus Papilloma
Headache,has_associated_finding,History of headache
Headache,has_associated_finding,Hemicrania
Headache,has_associated_finding,No headache
Headache,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Headache,has_member,Neurological Disorders (PsycINFO Subcluster Term)
Headache,has_member,Symptomatology (PsycINFO Subcluster Term)
Headache,classifies,Headache; including migraine
Headache,classifies,other headache
Headache,related_to,Migraine Disorders
Headache,related_to,Sinusitis
Headache,has_defining_characteristic,Caregiver role strain
Headache,has_defining_characteristic,Constipation
Headache,has_defining_characteristic,Post-trauma response
Headache,use,control of headache by self regulation
Headache,primary_mapped_from,Other specified headache syndromes
Headache Disorders,inverse_isa,nervous system disorder
Headache Disorders,inverse_isa,Headache
Headache Disorders,mapped_from,Headache
Headache Disorders,mapped_from,Other specified headache syndromes
Headache Disorders,has_associated_finding,Family history of headache disorder
Migraine Disorders,subset_includes_concept,Pediatric Terminology
Migraine Disorders,subset_includes_concept,Pediatric Adverse Events Terminology
Migraine Disorders,inverse_isa,Neurovascular Disorder
Migraine Disorders,inverse_isa,Headache
Migraine Disorders,inverse_isa,Headache Disorders
Migraine Disorders,due_to,migraine triggered seizures without intractable migraine
Migraine Disorders,has_focus,Migraine prophylaxis
Migraine Disorders,nichd_parent_of,Headache
Migraine Disorders,associated_with,migraine triggered seizures without intractable migraine without status migrainosus
Migraine Disorders,associated_with,Migraine-triggered seizure
Migraine Disorders,associated_with,persistent migraine aura with cerebral infarction with intractable migraine with status migrainosus
Migraine Disorders,associated_with,cyclic vomiting syndrome associated with migraine
Migraine Disorders,possibly_equivalent_to,(Cluster headaches) or (migrainous neuralgia) or (migraine NOS)
Migraine Disorders,has_manifestation,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2"
Migraine Disorders,has_manifestation,"EPISODIC ATAXIA, TYPE 6 (disorder)"
Migraine Disorders,has_manifestation,"Vasculopathy, Retinal, With Cerebral Leukodystrophy"
Migraine Disorders,has_manifestation,"Telangiectasia, Hereditary Hemorrhagic, Type 1"
Migraine Disorders,has_manifestation,Alpha-Methylacyl-CoA Racemase Deficiency
Migraine Disorders,has_manifestation,"Telangiectasia, Hereditary Hemorrhagic, Type 4"
Migraine Disorders,has_manifestation,OSLER-RENDU-WEBER SYNDROME 2
Migraine Disorders,has_manifestation,"Hemiplegic migraine, familial type 1"
Migraine Disorders,has_manifestation,"Angiomatosis, diffuse corticomeningeal, of Divry and Van Bogaert"
Migraine Disorders,has_manifestation,Episodic ataxia type 2 (disorder)
Migraine Disorders,has_manifestation,"Migraine, Familial Hemiplegic, 3"
Migraine Disorders,has_manifestation,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5"
Migraine Disorders,has_manifestation,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis"
Migraine Disorders,has_manifestation,"CHOREOATHETOSIS/SPASTICITY, EPISODIC"
Migraine Disorders,has_manifestation,Facial Hemiatrophy
Migraine Disorders,has_associated_finding,No history of migraine
Migraine Disorders,has_associated_finding,FH: Migraine
Migraine Disorders,has_associated_finding,H/O: migraine
Migraine Disorders,has_member,Neurological Disorders (PsycINFO Subcluster Term)
Migraine Disorders,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Migraine Disorders,classifies,Headache; including migraine
Migraine Disorders,related_to,Headache
Heel pain,possibly_equivalent_to,Pain in limb (& [ankle] or [arm] or [foot] or [hand] or [heel] or [leg] or [shoulder] or [thigh] or [buttock])
Heel pain,has_member,Tendinopathies and ligament disorders (SMQ)
Heel pain,classifies,Pain in limb
Osteoarthritis of hip,inverse_isa,Degenerative polyarthritis
Osteoarthritis of hip,possibly_equivalent_to,Degenerative joint disease of pelvic region
Osteoarthritis of hip,possibly_equivalent_to,Osteoarthritis NOS: [pelvic region and/or thigh] or [hip]
Osteoarthritis of hip,has_manifestation,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 3"
Osteoarthritis of hip,has_manifestation,Familial Osteochondritis Dissecans
Osteoarthritis of hip,has_manifestation,Osteopetrosis Autosomal Dominant Type 2
Osteoarthritis of hip,has_manifestation,LOEYS-DIETZ SYNDROME 3
Osteoarthritis of hip,has_member,Arthritis (SMQ)
Osteoarthritis of hip,classifies,Non-traumatic joint disorders
Osteoarthritis of hip,classifies,Degenerative polyarthritis
Osteoarthritis of hip,primary_mapped_to,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh"
Hip joint pain,inverse_isa,Arthralgia
Hip joint pain,inverse_isa,hip symptoms
Hip joint pain,inverse_isa,Abnormality of the hip bone
Hip joint pain,inverse_isa,Bone pain
Hip joint pain,mapped_from,hip symptoms
Hip joint pain,mapped_from,Arthralgia
Hip joint pain,possibly_equivalent_to,(Pain in joint) or (coxalgia)
Hip joint pain,possibly_equivalent_to,(Arthralgia of the pelvic region and thigh) or (coxalgia) or (hip joint pain) or (irritable hip)
Hip joint pain,has_manifestation,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 6"
Hip joint pain,has_manifestation,"Epiphyseal Dysplasia, Multiple, with Severe Proximal Femoral Dysplasia"
Hip joint pain,has_manifestation,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 5"
Hip joint pain,has_member,Arthritis (SMQ)
Hip joint pain,classifies,Other non-traumatic joint disorders
Hip joint pain,classifies,Non-traumatic joint disorders
Hip joint pain,classifies,Arthralgia
Jaw pain,inverse_isa,Pain
Jaw pain,inverse_isa,jaw symptoms
Jaw pain,mapped_from,Teeth/gum disease
Jaw pain,mapped_from,Other specified diseases of jaws
Jaw pain,has_manifestation,Primary Erythermalgia
Jaw pain,has_member,Osteonecrosis (SMQ)
Jaw pain,classifies,Disorders of teeth and jaw
Juvenile arthritis,subset_includes_concept,Pediatric Adverse Events Terminology
Juvenile arthritis,subset_includes_concept,Pediatric Rheumatology Terminology
Juvenile arthritis,subset_includes_concept,Pediatric Terminology
Juvenile arthritis,inverse_isa,Arthritis
Juvenile arthritis,nichd_parent_of,Autoimmune Diseases
Juvenile arthritis,mapped_from,Seropositive rheumatoid arthritis
Juvenile arthritis,associated_with,Anterior uveitis in juvenile idiopathic arthritis
Juvenile arthritis,associated_with,disease activity index clinical juvenile arthritis
Juvenile arthritis,has_member,Arthritis (SMQ)
Juvenile arthritis,used_for,Juvenile rheumatoid arthritis
Renal pain,mapped_from,Renal Colic
Renal pain,mapped_from,Kidney symptom/complaint
Renal pain,possibly_equivalent_to,(Pain: [lumbar] or [renal] or [loin]) or (lumbar renal ache)
"Osteoarthritis, Knee",inverse_isa,Degenerative polyarthritis
"Osteoarthritis, Knee",inverse_isa,Abnormality of the knee
"Osteoarthritis, Knee",possibly_equivalent_to,osteoarthrosis of lower leg
"Osteoarthritis, Knee",possibly_equivalent_to,Osteoarthritis NOS: [lower leg] or [knee]
"Osteoarthritis, Knee",has_manifestation,LOEYS-DIETZ SYNDROME 3
"Osteoarthritis, Knee",has_manifestation,"Epiphyseal dysplasia, multiple, 2"
"Osteoarthritis, Knee",has_member,Arthritis (SMQ)
"Osteoarthritis, Knee",classifies,Non-traumatic joint disorders
"Osteoarthritis, Knee",classifies,Degenerative polyarthritis
Knee pain,inverse_isa,Pain
Knee pain,inverse_isa,Arthralgia
Knee pain,inverse_isa,knee symptoms
Knee pain,mapped_from,Arthralgia
Knee pain,mapped_from,Knee symptom/complaint
Knee pain,possibly_equivalent_to,Arthralgia of the lower leg (& [knee])
Knee pain,has_manifestation,"Epiphyseal Dysplasia, Multiple, with Severe Proximal Femoral Dysplasia"
Knee pain,has_manifestation,Familial Osteochondritis Dissecans
Knee pain,has_manifestation,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 5"
Knee pain,has_manifestation,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 6"
Knee pain,has_manifestation,"Vitamin D-Dependent Rickets, Type 2B, With Normal Vitamin D Receptor"
Knee pain,has_member,Arthritis (SMQ)
Knee pain,classifies,Arthralgia
Knee pain,classifies,Non-traumatic joint disorders
Knee pain,classifies,Other non-traumatic joint disorders
Pain in left arm,inverse_isa,Arm Pain
Pain in left arm,has_member,Tendinopathies and ligament disorders (SMQ)
Pain in left arm,classifies,Other connective tissue disease
Pain in left arm,classifies,Pain in limb
Left sided chest pain,has_member,Cardiomyopathy (SMQ)
Left sided chest pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Left sided chest pain,classifies,Chest Pain
Cramp in lower leg,possibly_equivalent_to,Cramps of lower extremities
Cramp in lower leg,possibly_equivalent_to,Cramps: [leg] or [night]
Pain in lower limb,inverse_isa,Pain in limb
Pain in lower limb,possibly_equivalent_to,Pain in leg (& [aching leg syndrome])
Pain in lower limb,possibly_equivalent_to,Pain in limb (& [ankle] or [arm] or [foot] or [hand] or [heel] or [leg] or [shoulder] or [thigh] or [buttock])
Pain in lower limb,has_manifestation,"Spastic Paraplegia, Hereditary"
Pain in lower limb,has_manifestation,DYSTONIA 16 (disorder)
Pain in lower limb,has_manifestation,Camurati-Engelmann Syndrome
Pain in lower limb,has_member,Tendinopathies and ligament disorders (SMQ)
Pain in lower limb,classifies,Pain in limb
Pain in lower limb,classifies,Other connective tissue disease
Localized pain,inverse_isa,Pain
Localized pain,classifies,Pain
Loin pain,mapped_from,Low back symptom/complaint
Loin pain,mapped_from,Low Back Pain
Loin pain,possibly_equivalent_to,(Pain: [lumbar] or [renal] or [loin]) or (lumbar renal ache)
Loin pain,possibly_equivalent_to,Low Back Pain
Loin pain,has_member,Retroperitoneal fibrosis (SMQ)
Loin pain,classifies,Back Pain
Lower abdominal pain,inverse_isa,Site of abdominal pain
Lower abdominal pain,inverse_isa,Abdominal Pain
Lower abdominal pain,mapped_from,Anal and rectal pains
Lower abdominal pain,mapped_from,Abdominal pain localized other
Lower abdominal pain,mapped_from,Pain localized to other parts of lower abdomen
Lower abdominal pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Lower abdominal pain,has_member,Retroperitoneal fibrosis (SMQ)
Lower abdominal pain,classifies,Abdominal Pain
Lower abdominal pain,classifies,signs and symptoms of ill-defined conditions
Low Back Pain,inverse_isa,orthopedic disorders of spine
Low Back Pain,inverse_isa,Back Pain
Low Back Pain,has_focus,physical exam performed on same date as initial visit for lower back pain
Low Back Pain,has_focus,Oswestry low back pain disability questionnaire
Low Back Pain,mapped_from,Low back symptom/complaint
Low Back Pain,possibly_equivalent_to,(Back pain: [lumbar spine] or [low] or [acute lumbar]) or (lumbalgia) or (lumbago)
Low Back Pain,possibly_equivalent_to,(Pain: [lumbar] or [renal] or [loin]) or (lumbar renal ache)
Low Back Pain,possibly_equivalent_to,(Backache NOS) or (back pain [& low])
Low Back Pain,has_manifestation,"Spastic paraplegia 4, autosomal dominant"
Low Back Pain,has_manifestation,Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy
Low Back Pain,has_member,Retroperitoneal fibrosis (SMQ)
Low Back Pain,classifies,Spondylosis; intervertebral disc disorders; other back problems
Low Back Pain,classifies,Other and unspecified back disorders
Low Back Pain,classifies,Back Pain
Low Back Pain,primary_mapped_from,Lumbago with sciatica
Pain in lumbar spine,inverse_isa,Pain in spine
Pain in lumbar spine,possibly_equivalent_to,(Back pain: [lumbar spine] or [low] or [acute lumbar]) or (lumbalgia) or (lumbago)
Pain in lumbar spine,has_member,Arthritis (SMQ)
Pain in lumbar spine,classifies,Pain in spine
Meralgia paresthetica,inverse_isa,Nerve paralysis
Meralgia paresthetica,mapped_from,Peripheral neuritis/neuropathy
Meralgia paresthetica,classifies,Other disorders of nervous system
Meralgia paresthetica,classifies,Peripheral Neuropathy
Myalgia,subset_includes_concept,Pediatric Adverse Events Terminology
Myalgia,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Myalgia,subset_includes_concept,Pediatric Rheumatology Terminology
Myalgia,subset_includes_concept,Pediatric Terminology
Myalgia,subset_includes_concept,Patient Problem Codes FDA CDRH
Myalgia,inverse_isa,myalgia and myositis
Myalgia,inverse_isa,Musculoskeletal System Finding
Myalgia,inverse_isa,Symptoms
Myalgia,inverse_isa,"neuromuscular, connective tissue, or soft tissue symptoms"
Myalgia,inverse_isa,Pain
Myalgia,nichd_parent_of,Pain
Myalgia,evaluation_of,Muscle aches:Find:24H:Musculoskeletal system:Ord:Reported.HIV-SSC
Myalgia,cdrh_parent_of,Pain
Myalgia,possibly_equivalent_to,(Myalgia: [unspecified] or [intercostal myalgia]) or (muscle pain)
Myalgia,has_manifestation,"Myoglobinuria, Acute Recurrent, Autosomal Recessive"
Myalgia,has_manifestation,"Lipodystrophy, Congenital Generalized, Type 4"
Myalgia,has_manifestation,Paramyotonia Congenita (disorder)
Myalgia,has_manifestation,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET"
Myalgia,has_manifestation,Dystrophia myotonica 2
Myalgia,has_manifestation,"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2"
Myalgia,has_manifestation,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4"
Myalgia,has_manifestation,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I"
Myalgia,has_manifestation,Neutral Lipid Storage Disease with Myopathy
Myalgia,has_manifestation,"Familial Partial Lipodystrophy, Type 2"
Myalgia,has_manifestation,"MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES"
Myalgia,has_manifestation,Trifunctional Protein Deficiency With Myopathy And Neuropathy
Myalgia,has_manifestation,Primary Erythermalgia
Myalgia,has_manifestation,Autosomal recessive limb girdle muscular dystrophy type 2S
Myalgia,has_manifestation,"MYOPATHY, CENTRONUCLEAR, 4"
Myalgia,has_manifestation,Idiopathic Hypereosinophilic Syndrome
Myalgia,has_manifestation,Lactate dehydrogenase deficiency type A
Myalgia,has_manifestation,"MUSCULAR DYSTROPHY, CONGENITAL, 1C"
Myalgia,has_manifestation,FRAGILE X TREMOR/ATAXIA SYNDROME
Myalgia,has_manifestation,Potassium aggravated myotonia
Myalgia,has_manifestation,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C"
Myalgia,has_manifestation,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (disorder)"
Myalgia,has_manifestation,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
Myalgia,has_manifestation,TNF receptor-associated periodic fever syndrome (TRAPS)
Myalgia,has_manifestation,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE"
Myalgia,has_manifestation,Becker Generalized Myotonia
Myalgia,has_manifestation,Adiposis Dolorosa
Myalgia,has_manifestation,Stormorken Syndrome
Myalgia,has_manifestation,AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS
Myalgia,has_manifestation,OTULIN-related autoinflammatory syndrome
Myalgia,has_manifestation,POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY
Myalgia,has_manifestation,Glycogen Storage Disease XIII
Myalgia,has_manifestation,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3"
Myalgia,has_manifestation,"MYOPATHY, MITOCHONDRIAL, AND ATAXIA"
Myalgia,has_manifestation,Glycogen storage disease type X
